Product,Regular price,Sale price
AH IJskoffie macchiato karamelsmaak,1.69,NA
AH IJskoffie skinny latte,1.69,NA
Avent Fopspeen ultra air 6mnd+,8.79,NA
Frisia Diamond mallows cream vanilla,3.49,NA
AH maxi theelichten 8 uurs,2.89,NA
AH Excellent Chocolade bombe,5.99,NA
Vitakruid Slaapcomplex tabletten,39.89,NA
Red Bull Energy drink suikervrij 2-pack,19.78,16.81
Red Bull Energy drink 3-pack,29.67,25.22
Hak Mexicanez nacho's maaltijdpakket,9.16,NA
Mucho Mas Gold,9.29,NA
Red Bull Energy drink peer-kaneel,1.59,NA
Grand' Italia Fusilli half volkoren,1.99,NA
Grand' Italia Spaghetti half volkoren,1.99,NA
Absolut Raspberry lemonade,2.49,NA
Beautiful Immunity Kefir naturel,1.99,NA
Beautiful Immunity Kefir bosvruchten,1.99,NA
Ariel Vloeibaar+ black wasmiddel,19.99,NA
Ariel Vloeibaar+ active wasmiddel,21.99,NA
Ariel All in one pods color wascapsules,39.99,NA
Ariel All in one pods original wascapsules,39.99,NA
Sourcy Vitaminwater mango guave 6-pack,9.99,NA
Pepsi Zero lemon 24-pack,17.69,NA
Crystal Clear Lemon 6-pack,8.94,NA
Vandestreek Playground non alcoholic IPA,2.09,NA
Blue Wonder Disinfect & cleaning wipes,4.15,NA
Ajax Eucalyptus spray,3.49,NA
Swiffer Duster navulling,18.99,NA
Grand' Italia Arrabbiata extra pittige tomatensaus,4.25,NA
Grand' Italia Tradizionale pastasaus,5.35,NA
Antikal Badkamer spray,3.99,NA
Streeckgenoten Nootham,3.29,NA
Streeckgenoten Rauwe ham gekruid,3.69,NA
Streeckgenoten Kookworst,2.29,NA
Streeckgenoten Gekruide ham,2.79,NA
Streeckgenoten Friese grillham,3.29,NA
Streeckgenoten Varkensrollade,2.89,NA
Streeckgenoten Gerookt spek,2.99,NA
Streeckgenoten Hampunt,3.84,NA
Streeckgenoten Tomatensoep met gehaktballetjes,3.69,NA
Zonin Primitivo Manduria Gioielli,10.59,NA
Lowlander Clementine & cardamom,2.59,NA
Brouwerij Wilderen Cuvee clarisse rum liquor infused,2.85,NA
AH Kipfilet 3-pack,14.67,13.94
AH Tostiham 3-pack,5.97,5.67
Café Royal Lungo classico,5.89,NA
AH Bacon reepjes 3-pack,11.67,11.09
AH Achterham 3-pack,8.85,8.41
AH Schouderham 3-pack,6.87,6.53
AH Boerenleverworst 3-pack,5.97,5.67
AH Gelderse gekookte worst 3-pack,7.17,6.81
AH Cervelaat grootverpakking 3-pack,8.97,8.52
AH Gerookte spekreepjes 2-pack,9.18,7.8
AH Mager spekblokjes 2-pack,9.18,7.8
AH Hamreepjes 2-pack,6.98,5.93
AH Hamblokjes 2-pack,7.98,6.78
AH  Witte snelkook rijst 2-pack,2.5,2.37
Naturo Tuna paté adult,0.89,NA
Focus drink Tropical zero,1.49,NA
Melitta Koffiefilters bamboo 1x4,2.99,NA
De Zaanse Hoeve Kaas Geraspt Mild 45+ 3-pack,7.77,7.38
De Zaanse Hoeve Creme Fraiche 3-pack,2.97,2.82
De Zaanse Hoeve Hoeve Kaas Rasp Pittig 45+ 3-pack,8.37,7.95
De Zaanse Hoeve Jong 48+ Plak 3-pack,13.05,12.4
AH Biologisch Halfvolle Melk 4-pack,5.16,4.9
De Zaanse Hoeve Kaas Mild Geraspt 30+ 3-pack,7.77,7.38
AH Griekse Stijl 6-pack,3.9,3.7
AH Biologisch Halfvolle Yoghurt 3x,4.47,4.25
AH Sour Cream 3-pack,3.45,3.28
AH Creme Fraiche 3-pack,4.35,4.13
Weetabix Crispy minis choco,4.59,NA
Nivea Cellular serum met liftende effect,36.99,NA
Etos Cleansing peeling,2.59,NA
Lucovitaal Magnesium 400mg citraat,9.99,NA
Lucovitaal Super maca 1500mg,18.39,NA
Vitakruid Prostaatformule,39.9,NA
Body & Fit Fit energy mixed berry flavour,1.99,NA
Body & Fit Creatine monohydrate,15.99,NA
Hero B'tween gezouten karamel,1.99,NA
Royal Club Mocktails gin tonic flavour 0% alcohol,0.99,NA
Nescafé Dolce Gusto Koffiecups pakket,NA,NA
Nakd. Protein bars cocoa hazelnut,3.79,NA
Hero B'tween nuts&choc cashew met chocolade,2.99,NA
Seepje Handzeep refill lavendel met tonka,2.99,NA
Royal Club Mocktails mojito flavour 0% alcohol,0.99,NA
Nakd. Protein bars peanut butter,3.79,NA
Lily's Kitchen Chicken & turkey casserole,1.89,NA
Lily's Kitchen Lamb hotpot,1.89,NA
NA,NA,NA
Vitakraft Vita naturals dog stick kip,1.55,NA
Vitakraft Vita naturals dog stick rund,1.55,NA
AH Creme Fraiche Light 3-pack,4.05,3.85
AH Halfvolle Vanille Yoghurt 3-pack,5.07,4.82
AH Biologisch Griekse Yoghurt 2-pack,5.98,5.68
Body & Fit Fit energy orange flavour,1.99,1.29
AH Knoflook 3-pack,NA,NA
Body & Fit Fit energy tropical flavour,1.99,NA
AH Rode Peper 3-pack,1.35,1.28
AH Blauwe Bessen 3-pack,8.37,7.95
AH Les Pain Bastille 3-pack,6.57,NA
Barebells Milkshake banana,2.99,NA
Barebells Salty chocolate soft protein bar,2.89,NA
AH Frans Stokbrood 3-pack,3.57,3.39
AH Kastanjechampignons 3-pack,5.67,5.39
Barebells Banana dream soft protein bar,2.89,NA
NA,NA,NA
AH Tomatenpuree 4-pack,1.96,1.86
AH Kappertjes 3-pack,2.37,2.25
AH Keukenpapier Decor 2-pack,6.38,NA
AH Baby Waterdoekjes 2-pack,2.58,2.45
Dove Anti-transpirant roller komkommer,5.59,NA
Le Petit Marseillais Bio peach nectarine shower gel,4.19,NA
Seepje Handzeep refill eucalyptus en rozemarijn,2.99,NA
Axe Anti-transpirant roller africa,5.49,NA
"Fanta Orange 1,5L 4-pack",9.96,8.0
"Fanta Orange Zero 1,5L 4-pack",9.96,8.0
Spa Fruit mango grapefruit bruisend,2.29,NA
Orangina Zero sugar,2.79,NA
Coca-Cola Zero sugar zero caffeine 4-pack,10.36,NA
Fuze Tea Black tea orange cardamon,2.85,NA
Fanta Raspberry zero sugar,0.79,NA
Royal Club Mocktails ginger mule flavour 0% alcohol,0.99,NA
Fever-Tree Blood orange ginger beer,3.49,NA
Spa Fruit cassis blackberry bruisend,1.39,NA
Spa Fruit cassis blackberry bruisend 6-pack,8.29,NA
Coca-Cola Zero sugar zero caffeine 12-pack,7.39,NA
Hero B'tween nuts&choc notenmix met chocolade,2.99,NA
Killerbody Lemon cheesecake protein bars voordeel,4.79,NA
Killerbody Chocolate brownie protein bars,4.99,NA
Dextro Energy zero calories lime,4.99,NA
Dextro Energy zero calories orange,4.99,NA
Upfront Cookie dough eiwitreep,2.69,NA
Nakd. Protein bars caramel,3.79,NA
Coca-Cola Zero 1L 6-pack,13.74,NA
"Coca-Cola Zero Sugar 1,5L 6-pack",15.54,NA
NA,NA,NA
DubbelFrisss Bubbelfrisss appel & perzik zero,0.99,NA
NA,NA,NA
Pets Unlimited Twister filled with chicken medium,3.39,NA
Optimel Kwark Aardbei 2-pack,4.98,4.48
Sheba Kattenvoer kip & kalkoen 7-pack,6.23,5.61
AH Avocado Eetrijp 3-pack,8.97,8.52
AH Stamppot Aardappelen 3-pack,4.77,4.53
AH Pure hagelslag met Zaanse huisjes XL,2.59,NA
AH Pastasaus voor pomodori ricotta,2.49,NA
AH Pizzadeeg 4-pack,7.96,7.56
AH Ontbijtspek 2-pack,6.5,6.17
AH Pedaalemmerzakken 35 liter 4-pack,8.76,8.32
NA,NA,NA
AH Vuilnisemmerzakken 35L 4-pack,8.76,8.32
AH Winterpeen 3-pack,5.25,4.99
AH Sanitairzakken handvat 10 liter 4-pack,5.16,4.9
AH Conference Schaal 3-pack,7.77,7.38
AH Servetten 2-laags 33x33 cm wit 4-pack,7.96,7.56
AH Mini rozijnen krenten bollen 3-pack,5.85,NA
AH Biologisch Halfvolle melk 3-pack,3.87,3.68
AH Greenfields Beefburger naturel 3-pack,11.97,11.37
AH Excellent Jamon serrano 2-pack,4.38,4.16
AH Zwarte thee variatie box,0.99,NA
AH Gevulde brie heks'nkaas 60+,4.3,NA
AH Rooibos gember karamel,1.39,NA
AH Kruiden pepermunt thee,1.05,NA
AH Biologisch Groene thee jasmijn,1.79,NA
AH Biologisch Kruiden kaneel & munt,1.79,NA
AH roomboter stroopwafels 3-pack,6.87,6.53
AH Terra Plantaardige soepballetjes,1.49,NA
Hela Kruiden ketchup curry 30% minder suiker,2.69,NA
Maggi Hollandaise saus,2.09,NA
Maggi Jus naturel,2.99,NA
Calvé Mayonaise,4.69,NA
AH Biologisch Tomatenblokjes 3-pack,2.25,2.14
AH Excellent Salami Italiani alla cacciatora,3.99,2.99
AH Groene thee citroengras aardbei,1.35,NA
Maggi Jus rundvlees,2.99,NA
AH Poffertjes naturel 2-pack,4.38,4.16
AH Groene thee mango & perziksmaak,1.35,NA
Gran Pavesi Le sfoglie classiche,2.99,NA
AH Excellent Salami pikant,3.69,2.99
AH Zwarte thee citroen,0.85,NA
AH Terra Plantaardige mortadella met pistache,2.49,NA
AH Biologisch Rooibos citrus,1.79,NA
AH Pizzadeeg tomatensaus 3-pack,6.57,6.24
AH Excellent Salami met venkelzaad,3.69,2.99
Sorbo Dust magnet stofwisser,5.19,NA
AH Excellent Salami met truffel,3.99,2.99
AH Biologisch Kruiden variatie box,1.99,NA
AH Rooibos variatie box,1.39,NA
AH Excellent Huntsman 50+,4.93,NA
AH Groene thee variatie box,1.39,NA
AH Biologisch Doosje met wilde bosbessen 3-pack,8.97,8.52
AH Mediterraans croutonmix,1.49,NA
AH Tex-mex croutonmix,1.39,NA
AH Zeezout & peper salade crunch,1.39,NA
AH Marokkaanse kruiden salade crunch,1.39,NA
AH Mexicaanse kruiden salade crunch,1.39,NA
AH Gerookte paprika kikkererwten,1.39,NA
AH Zeezout & peper kikkererwten,1.39,NA
AH Wasabi erwten,1.39,NA
AH Rozijnen notenmix,1.49,NA
AH Party dip kerrie ui,1.95,NA
Pukka Love,5.49,NA
Guhl Repair ritual shampoo,9.99,NA
Sapje Detox groentesap,4.99,2.49
Sapje Energy groentesap,4.99,2.49
Sapje Proteine smoothie,5.99,2.99
Sapje Fresh groentesap,4.99,2.49
AH Verse soep Mediterraanse tomaat,3.99,NA
Sapje Ontbijt smoothie,5.99,2.99
Sapje Antioxidant smoothie,5.99,2.99
AH Gorgonzola 55+,2.45,NA
Sapje Groene smoothie,5.99,2.99
AH Verse soep zoete aardappel,3.99,NA
Delicata Tablet puur 85% 3-pack,5.97,5.67
Clipper Warming cranberry & cinnamon organic,3.69,NA
AH Biologisch Volle melk 3-pack,4.17,3.96
Clipper Warming apple & cinnamon organic,3.69,NA
Clipper Organic Indian chai black tea,3.69,NA
Celestial Seasonings Sleepytime vanilla,2.99,NA
Maggi Frisse roomsaus citroen & peper,2.09,NA
DubbelFrisss Bubbelfrisss framboos & cranberry zero,0.99,NA
AH Pruimen steranijs chutney,1.59,NA
AH Gerookte zalmfilet 3-pack,13.47,12.8
AH Ah grillworst kaas,1.99,NA
AH Biologisch Halfvolle melk 3-pack,5.67,5.39
AH Flinterdunne achterham 2-pack,3.9,3.7
AH Achterham 2-pack,3.58,3.4
AH Bapao kip 4-pack,4.36,3.96
AH Ultra night met vleugels 4-pack,5.4,5.13
NA,NA,NA
Pukka Chamomile vanilla manuka honey,5.49,NA
AH Scharrel kipschnitzel 2 stuks 3-pack,8.97,8.52
NA,NA,NA
AH Cervelaat 2-pack,3.78,3.59
AH Bapao rundvlees 4-pack,4.36,3.96
AH Salami 2-pack,3.58,3.4
Callowfit Smoky BBQ saus,3.99,NA
Callowfit Honey mustard style saus,3.99,NA
Callowfit Sweety chili saus,3.99,NA
AH Verse scharreleieren L/XL 3-pack,13.17,12.51
AH Hamburger 4-pack,11.96,11.36
AH Aluminiumfolie extra dik 2-pack,6.38,5.74
AH Pannenkoeken naturel 3-pack,8.55,8.12
AH Uitloopeieren wit 2-pack,3.38,3.21
AH Verse scharreleieren M 3x,12.27,11.66
AH Scharreleieren M 2-pack,5.58,5.3
AH Verse scharreleieren M 2-pack,13.98,13.28
AH Biologisch Gerookte spekreepjes 3-pack,14.97,12.08
AH Biologisch Witte eieren S M L 2-pack,3.98,3.78
AH Biologisch Eieren S M L 3-pack,14.97,14.22
AH Verse soep rode linzen,3.99,NA
AH Ongezouten cashewnoten 3-pack,7.17,6.81
AH Focaccia margherita 3-pack,7.47,7.1
AH Rundergehakt 4-pack,17.96,17.06
AH Diepvrieszakjes groot 2-pack,4.38,4.16
AH Romaatjes 3-pack,5.85,5.56
AH Groene olijven met knoflook 3-pack,7.77,7.38
Nutrilon 1 volledige zuigelingenvoeding 0-6m,10.99,NA
Nutrilon 2 opvolgmelk economy verpakking 6m+,10.99,NA
La Molisana Rigacuore,2.79,NA
AH Focaccia mozzarella 2-pack,5.18,4.92
AH Half-om-half gehakt 3-pack,12.57,11.94
AH Blauwe bessen 3-pack,11.97,8.38
AH Verse soep tom kha kai,4.49,NA
AH Verse pasta pesto kip,7.49,NA
AH Verse paddenstoelen risotto,7.49,NA
AH Bosvruchten fruitspread 2-pack,4.58,NA
Emmi Fondü without alcohol,5.99,NA
Guhl Repair Ritual Conditioner,9.99,NA
Isey Skyr perzik,1.79,NA
Isey Skyr air raspberry lemon,1.59,NA
LambWeston Waffel fries,2.99,NA
LambWeston Potato dippers,2.89,NA
Rodi Complete maaltijd rund met pens,4.49,NA
Rodi Complete maaltijd lam met rijst,5.99,NA
AH Groene pesto 4-pack,11.96,11.36
AH Biologisch Eieren S M L 3-pack,20.07,19.07
AH Mango 2-pack,3.58,3.4
Zuivelhoeve Boer'n yoghurt vanille,2.79,NA
Actimel Drinkyoghurt sinaasappel,2.39,NA
Actimel Drinkyoghurt naturel 0%,4.99,NA
HiPRO Protein shots framboos aardbei,2.99,2.24
HiPRO Protein shots banaan,2.99,2.24
Danio Duo chocolade balletjes,0.99,NA
Danio Duo witte chocolade,0.99,NA
Danio Duo karamel,0.99,NA
Bruynzeel Hout onderhoudspray,5.99,NA
Bruynzeel Sanitair sprayreiniger,4.79,NA
Bruynzeel Keuken sprayreiniger,4.79,NA
Bruynzeel Spiegel & glasreiniger anti condensspray,4.79,NA
Bruynzeel Antikalkschuim reiniger foam,6.99,NA
Bruynzeel Vlekkenspray voor tapijt & bekleding,7.99,NA
Bruynzeel Oven- grill & bbq reiniger power foam,7.99,NA
Bruynzeel Schimmel & Aanslagreiniger,7.99,NA
Bruynzeel Allesreinigerspray,4.79,NA
Bruynzeel Vloeibare ontstopper,7.39,NA
Bruynzeel Meubelolie,3.99,NA
AH Fruitspread braam appel 2-pack,5.38,NA
AH Fruitspread bosbes 2-pack,5.38,NA
AH Aardbei fruitspread met maltitol 2-pack,4.58,NA
Chiquita Family Pack bananen 2-pack,4.38,NA
Chiquita banaan Family 3-pack,6.57,NA
AH Abrikoos fruitspread met maltitol 2-pack,4.58,NA
AH Tompouce croissant,4.99,NA
Chiquita proteïne ontbijt pakket,7.77,NA
AH Gesneden verspakket plaattaart groente,6.79,NA
Chiquita bananenpannenkoekjes pakket,7.46,NA
Avec Folieballon gelukkig nieuwjaar 2x,NA,NA
Nestlé Little Steps L.Reuteri 3 12+ mnd 2-pack,26.98,18.89
Nestlé Little steps opvolgmelk 2 6+ mnd 2-pack,26.98,18.89
Carbonell Olijfolie mild,13.19,NA
AH Biologisch Vegan tofu naturel 2-pack,NA,NA
NA,NA,NA
AH Kiwi groen 3-pack,NA,NA
AH Iets kruimige aardappelen 3-pack,5.85,5.56
Schnitzer Bio baguette classic glutenvrij,2.75,NA
Redefine Meat Beef mince,4.99,3.49
Redefine Meat Bratwurst,4.55,3.18
Redefine Meat Premium burgers,4.55,3.18
Redefine Meat Lamb kofta mix,4.55,3.18
Redefine Meat Pulled beef,4.99,3.49
Redefine Meat Pulled pork,4.99,3.49
Heineken pils & alcoholvrij bier pakket,16.9,16.05
AH Vega gesneden verspakket Indiase Dahl,NA,NA
AH Groentesoep verspakket,9.08,NA
AH Vega Groentesoep verspakket,NA,NA
AH Thaise groene curry verspakket,12.43,NA
AH Vega Japanse Teriyaki verspakket,9.17,NA
Gillette Intimate 2-1 scheercrème + reiniger,14.99,11.99
Gillette Intimate anti irritatie,14.99,11.99
Etos Shaving bar,4.99,NA
Coca-Cola Zero Sugar 3-tray pakket,59.37,53.43
NA,NA,NA
AH Sesam bagels,1.99,NA
Spa Touch cherry bruisend,1.69,NA
Spa Intense bruisend mineraalwater,1.15,NA
Spa Intense bruisend mineraalwater 6-pack,6.89,NA
AH Magnetron Popcorn Zout 2-pack,3.98,3.78
AH Biologisch Roomboter ongezouten 3-pack,9.75,NA
AH Mix voor gehakt 4-pack,5.0,4.75
AH Biologisch Tomatenblokjes 3-pack,2.25,2.14
AH Doosje met kersen 4-pack,7.96,7.56
Delicata Reep wit 4-pack,5.56,5.28
AH Rijkgevulde tomatensoep 2-pack,3.98,3.78
AH Taco seasoning mix 4-pack,2.76,2.62
Starbucks Espresso Dark roast bonen 3-pack,32.07,30.47
Vifon Hot beef kimchi,1.59,1.03
Fuze Tea Green Ice Tea 2-tray pakket	,48.18,45.77
AH Volle koffiemelk 4-pack,3.96,3.76
Aquarius Lemon 2-tray pakket,41.9,NA
Delicata Melk 36% cacao 4-pack,5.56,5.28
AH Halfvolle koffiemelk cups 4-pack,1.56,1.48
AH Tablet puur 3-pack,2.07,1.97
AH Pinda's ongezouten 2-pack,1.98,1.88
NA,NA,NA
Appelsientje Fruitdrink extra appel peer,1.99,NA
Appelsientje Fruitdrink extra rood fruit,1.99,NA
Appelsientje Fris fruit appel,1.79,NA
Appelsientje Fris fruit sinaasappel,1.79,NA
Appelsientje Fris fruit zwarte bes,1.79,NA
Appelsientje Fruitdrink sinaasappel,2.89,NA
Appelsientje Fris fruit zwarte bes 6-pack,2.79,NA
Appelsientje Fris fruit appel 6-pack,2.79,NA
Appelsientje Fruitdrink appel 6-pack,2.99,NA
Appelsientje Fruitdrink sinaasappel 6-pack,2.99,NA
Van de Boom Seizoensfruit kers & framboos,2.29,NA
Van de Boom Kers siroop,4.29,NA
DubbelFrisss 1Kcal appel & perzik,0.99,NA
Wicky Aardbei 6-pack,1.99,NA
Wicky Sinaasappel 6-pack,1.99,NA
Wicky Aardbei 0% suiker 6-pack,1.99,NA
Appelsientje Fruitdrink multifruit,1.99,NA
Appelsientje Fruitdrink sinaasappel,1.99,NA
Appelsientje Fruitdrink mango,1.99,NA
Appelsientje Fruitdrink goudappeltje,1.99,NA
Appelsientje Fruitdrink fruitdruifje,1.99,NA
Appelsientje Fruitdrink extra exotisch,1.99,NA
Charlie's Sparkling water cassis,1.09,NA
Belvoir Exotic mango & passion fruit cordial,4.99,NA
Slimpie Cactus-appel siroop 0% suiker,3.39,NA
Raak Vruchtensiroop peren zero sugar,2.99,NA
Belvoir Sicilian lemon & lime cordial,4.99,NA
Wicky Framboos 0% suiker 6-pack,1.99,NA
Alpro Barista soja 4-pack,10.76,10.22
Wicky Fruit 0% suiker 6-pack,1.99,NA
Wicky Appel 0% suiker 6-pack,1.99,NA
HiPRO  Protein kwark mango 5-pack,NA,NA
HiPRO Protein drink mango 5-pack,11.45,8.58
Danoontje Knijpyoghurt banaan 5-pack,4.95,4.7
Reign Mang-o-matic,1.49,NA
Red Bull Energy drink curuba-elderflower,1.69,NA
Red Bull Energy drink juneberry,1.69,NA
Extran Performance blasting blueberry,1.29,NA
AH Portugese Kip Piri piri verspakket,12.23,NA
AH Tompouce croissant 2-pack,9.98,NA
AH Terra  Plantaardige margarine 4-pack,3.96,3.76
AH Walnoten ongebrand 2-pack,5.3,5.03
Sanature Inlegkruisjes string 100% katoen,3.59,NA
AH Cassis 4-pack,6.76,6.42
AH Biologisch Karnemelk 3-pack,3.87,3.68
AH Kookroom 3-pack,2.85,2.71
AH Doosje met mangostukjes 3-pack,5.07,4.82
AH Chocolate chip cookies 3-pack,2.97,2.82
AH Digestive 3-pack,3.27,3.11
NA,NA,NA
AH Sweet palermo rode puntpaprika 3-pack,5.07,4.82
AH Knackebrod volkoren tarwebloem 3pack,4.47,4.25
AH Biologisch Fairtrade bananen 3-pack,6.57,6.24
AH Magere yoghurt 3-pack,3.87,3.68
AH Karnemelk 3-pack,3.57,3.39
AH Tomatenpuree 3-pack,1.95,1.85
NA,NA,NA
AH Ice tea refreshing lemon 4-pack,4.76,4.52
AH Vega Italiaanse lasagne verspakket,12.72,NA
AH Biologisch Magere yoghurt 3-pack,4.17,3.96
NA,NA,NA
AH Cola zero 6-pack 4-pack,8.76,8.32
De Zaanse Hoeve Halfvolle yoghurt vanillesmaak 3-pack,4.17,3.96
AH Sate ajam 4-pack,5.0,4.75
AH Siroop framboos 4-pack,7.96,7.56
Schweppes Mojito zero 6-pack,6.49,NA
AH Vega Mexicaanse burritos verspakket,11.18,NA
AH Tablet melk-hazelnoot 3-pack,2.07,1.97
AH Tomatensoep verspakket,9.08,NA
AH Frisse fruitdrank appel perzik 4-pack,4.76,4.52
NA,NA,NA
Mojo Maté Original,1.59,NA
AH Naanbrood 2-pack,3.78,3.59
AH Cajun kip verspakket,13.15,NA
AH Indiase curry madras verspakket,12.67,NA
NA,NA,NA
Schweppes Lemon zero 6-pack,6.49,NA
Spa Fruit raspberry blackcurrant,1.39,NA
Spa Fruit lime ginger,2.29,NA
Karvan Cévitam Zero limoen & munt siroop,3.99,NA
Extran Performance optimal orange,0.99,NA
Hi-Five Ice tea jasmin tea white peach,2.29,NA
Lipton Ice tea green strawberry,3.29,NA
Lipton Ice tea green strawberry,1.85,NA
Lipton Ice tea green mango zero,3.29,NA
Fentimans Connoisseurs tonic water,4.39,NA
Sourcy Vitaminwater peer vlierbloesem tray,9.99,NA
Sourcy Vitaminwater limoen tray,9.99,NA
Sourcy Vitaminwater braam acai tray,9.99,NA
Sourcy Vitaminwater citroen tray,9.99,NA
Red Bull Energy drink watermeloen tray,18.69,NA
Red Bull Energy drink bosbes tray,18.69,NA
Red Bull Energy drink abrikoos-aardbei tray,18.69,NA
NA,NA,NA
Lipton Ice tea green strawberry,3.49,NA
AH Lactosevrije halfvolle melk 3-p,3.57,3.39
Nalys Wish keukenpapier 2=4 rol 2-pack,10.78,5.39
AH Koolhydraat verlaagd volkoren 2-pack,4.58,NA
AH Witlofham 2-pack,3.98,3.78
AH Gesneden uien grootverpakking 2-pack,4.38,4.16
AH Oberlander 2-pack,3.98,3.78
Powerade Mountain blast,1.75,NA
Powerade Cherry,1.75,NA
Aquarius Red peach zero sugar,1.75,NA
Vitamin Well Protect,1.99,NA
Bionade Elderberry,1.79,NA
Bionade Ginger orange,1.79,NA
Brand Garage Passion mama,1.79,NA
Brand Garage Mango mama,1.79,NA
Brand Garage Lemon mama,1.79,NA
Brand Garage Orange mama,1.79,NA
Something & Nothing Cucumber,1.79,NA
Hi-Five Ice tea green tea yuzu,2.29,NA
Hi-Five Ice tea black tea ginger,2.29,NA
FreeBrew Brewed craft soda organic raspberry,1.79,NA
AH Magere kwark 3-pack,7.17,6.81
Coca-Cola Vanilla,2.95,NA
Coca-Cola Cherry,2.95,NA
AH Skyr IJslandse stijl 3-pack,4.65,4.42
AH Gerookte kipfilet 2-pack,5.98,5.68
AH Liefde & Passie Spelt gesneden 2-pack,6.38,6.06
AH Scharrel flinterdunne kipfilet 2-pack,5.38,5.11
Coca-Cola Vanilla zero sugar,2.95,NA
Coca-Cola Cherry zero sugar,2.95,NA
Fuze Tea Black tea peach elderflower no sugar,2.99,NA
Fuze Tea Black tea watermelon mint no sugar,2.99,NA
AH Cola zero 4-pack,4.76,4.52
AH Kalkoenfilet 2-pack,5.98,5.68
AH Slagroom 2-pack,4.98,4.73
AH Vloerbrood meergranen heel 2-pack,5.38,4.0
AH Citroen los 3-pack,2.07,1.97
De Zaanse Hoeve Volle kwark 3-pack,3.87,3.68
AH Halfvolle koffiemelk 4-pack,3.8,3.61
AH Greenfields Rosbief,3.18,NA
Chloss Garnacha natural,8.79,NA
Aquarius Red peach zero sugar 12-pack,20.95,NA
Powerade Cherry 12-pack,20.95,NA
Powerade Mountain blast 12-pack,20.95,NA
NA,NA,NA
AH Scharrel kipfilet tuinkruiden 2-pack,5.98,5.68
NA,NA,NA
Fuze Tea Black tea watermelon mint no sugar,1.35,NA
NA,NA,NA
AH Liefde & Passie Brood spelt volkoren gesneden 2-pack,6.38,6.06
Buddy Focus mango passion,1.69,NA
Buddy Focus pomegranate hibiscus,1.69,NA
Clipper Mint lemon lime,1.59,NA
Nix & Kix Sparkling mango ginger,1.59,NA
Drink a Flower Ginger & lime,1.59,NA
Drink a Flower Peach & lemon,1.59,NA
Drink a Flower Elderflower & lime,1.59,NA
Gimber Ginger & herbs,1.89,NA
FreeBrew Brewed craft soda organic lemon,1.79,NA
FreeBrew Brewed craft soda organic blood orange,1.79,NA
Fritz Kola,1.49,NA
Fritz Kola superzero,1.49,NA
Fritz Spritz organic rhubarb,1.49,NA
Fritz Limo lemon,1.49,NA
Fritz Limo orange,1.49,NA
Wostok Tannenwald,1.79,NA
Wostok Dragon-gember,1.79,NA
Wostok Dadel-granaatappel,1.79,NA
Cucumis Original,1.79,NA
Fentimans Valencian orange tonic water,4.39,NA
Mojo Maté Passionfruit,1.59,NA
Guaraná Antarctica zero,1.25,NA
Dr Foots Cola zero sugar,0.79,NA
SQWZ Rhubarb,1.29,NA
Butcha Rasberry rose & black tea 0%,1.59,NA
Butcha Ginger lemongrass & green tea 0%,1.59,NA
Bionade Lemon bergamot,1.79,NA
Something & Nothing Yuzu,1.79,NA
Something & Nothing Hibiscus & rose,1.79,NA
Why Not Pomegranate & cucumber,1.79,NA
Why Not Peach & ginger,1.79,NA
Why Not Raspberry & thyme,1.79,NA
Why Not Lemon & mate,1.79,NA
Cucumis Lavender,1.79,NA
Buddy Focus ginger lemon,1.69,NA
Fever-Tree Sparkling ginger beer,1.69,NA
Fever-Tree Sparkling pink grapefruit,1.69,NA
Nix & Kix Sparkling raspberry rhubarb,1.59,NA
Nix & Kix Sparkling watermelon hibiscus,1.59,NA
NA,NA,NA
Proef de Texels speciaalbieren pakket,NA,NA
Affligem Blond Tripel speciaalbier pack,17.58,15.82
AH Yoghurt Griekse stijl 5% vet 3-pack,4.65,4.42
AH Greenfields Carpaccio truffelmayo pakket,6.13,NA
Lindt Lindor gemengde chocolade hart,8.99,NA
AH Biogarde magere kwark 4-pack,7.0,6.65
AH Romaine sla 2-pack,5.98,5.68
AH Tiramisu 2-pack,4.3,4.08
AH Vloerbrood volkoren heel 2-pack,5.38,4.0
AH Creme fraiche 30% vet 2-pack,3.38,3.21
AH Spelt stokbrood desem bereid 2-pack,4.18,3.97
Meester & Zn. Gerookte spekreepjes 2-pack,6.38,6.06
AH Brabantse worstenbroodjes 2-pack,5.98,5.68
Killerbody Protein bars chocolate brownie 15-pack,37.8,NA
AH Verse smoothies pakket,7.77,NA
AH Vers sap sinaasappel 4-pack,9.16,NA
L'Oréal Paris Elvive Hydra Boost Pakket,NA,NA
Yoni Inlegkruisjes Regular bio 3-pack,NA,NA
